method,metric,epsilon_subset,model_family,n_points,n_epsilon,n_censored,C_hat,parameter_name,parameter_hat,Delta_hat,alpha_hat,standard_error,bootstrap_CI,bootstrap_ci_low,bootstrap_ci_high,bootstrap_C_CI,bootstrap_C_ci_low,bootstrap_C_ci_high,bootstrap_successes,log_likelihood,log_R2,AIC,BIC,leave_one_out_error,residual_RMSE_log,sigma_log_time,converged,selected_fit
Langevin,well_TV,all,arrhenius,96,16,0,3.916208402723631,Delta_hat,0.2654582785051879,0.2654582785051879,,0.00199829064345985,"[0.2630251, 0.2685374]",0.263025100448603,0.2685374049632259,"[3.8175698, 3.9963521]",3.8175698259553794,3.9963521077045963,297,89.25183959164374,0.9945894701040383,-172.5036791832875,-164.810634608884,-0.7911630018993071,0.0954984563388082,0.09549845510007911,True,True
Langevin,well_TV,all,polynomial,96,16,0,0.4446983413672728,alpha_hat,2.2346423182645854,,2.2346423182645854,0.05239553837794395,"[2.2120396, 2.2557005]",2.2120396078524176,2.255700481403043,"[0.42805378, 0.46559335]",0.4280537759845722,0.4655933517239891,300,-17.61032362501841,0.9498688735011854,41.22064725003682,48.91369182444033,0.7085361916750506,0.29069006093533434,0.29069005973341516,True,False
Langevin,well_TV,exclude_largest_2,arrhenius,84,14,0,4.154694860051606,Delta_hat,0.26088814897567203,0.26088814897567203,,0.002022504834167603,"[0.25847792, 0.26367599]",0.25847792292107563,0.26367598984085505,"[4.041293, 4.2684316]",4.041292959697357,4.268431557652816,292,86.09467791838634,0.9949770072967747,-166.18935583677268,-158.89690544024273,-0.907198148106773,0.08682374150347207,0.08682375583900213,True,True
Langevin,well_TV,exclude_largest_2,polynomial,84,14,0,0.25712354209881916,alpha_hat,2.4657355547983473,,2.4657355547983473,0.05481460341851477,"[2.4371579, 2.4909429]",2.4371579050836067,2.4909429366984916,"[0.24413753, 0.27228027]",0.24413753126470633,0.27228026718192594,300,-0.8996947238374977,0.9601421051890007,7.799389447674995,15.091839844204936,0.6522629876107069,0.24457631750662845,0.24457631601710575,True,False
Langevin,well_TV,lowest_10,arrhenius,60,10,0,4.575086189458045,Delta_hat,0.2539037576925307,0.2539037576925307,,0.002518467679162969,"[0.24972858, 0.2581024]",0.24972858335342116,0.25810240305690246,"[4.3481444, 4.8007813]",4.348144381864622,4.800781285422766,293,65.26394788023134,0.9941314687421878,-124.52789576046268,-118.24486207379638,-1.0088492804426479,0.08153923219980398,0.08153923429218614,True,True
Langevin,well_TV,lowest_10,polynomial,60,10,0,0.0758367946539149,alpha_hat,2.951184847819145,,2.951184847819145,0.06492140124683386,"[2.8997153, 2.999862]",2.899715250847621,2.999861977974014,"[0.067856404, 0.085172273]",0.06785640373043383,0.08517227335715392,300,18.154833976057542,0.9717834640379835,-30.309667952115085,-24.026634265448784,0.6181700226822621,0.17879433512829312,0.17879433268324946,True,False
Langevin,well_TV,lowest_8,arrhenius,48,8,0,4.928517813013615,Delta_hat,0.24900474599644032,0.24900474599644032,,0.002881767930555154,"[0.24446404, 0.25380649]",0.24446404401425925,0.25380649138625394,"[4.6178703, 5.2292107]",4.617870276106889,5.229210654518644,296,55.46641314085785,0.9936120778496383,-104.9328262817157,-99.31922324899203,-1.0953488051688485,0.07619276205372852,0.07619276783720152,True,True
Langevin,well_TV,lowest_8,polynomial,48,8,0,0.03658271753945813,alpha_hat,3.228299921865639,,3.228299921865639,0.0749826121757063,"[3.1579469, 3.2923088]",3.1579468680947143,3.292308820723821,"[0.030973884, 0.043307586]",0.030973884071506058,0.04330758636020205,284,22.48867284367246,0.9747586996488559,-38.97734568734492,-33.36374265462125,0.59522691111282,0.151457147204351,0.15145714602685176,True,False
Langevin,well_TV,uncensored_only,arrhenius,96,16,0,3.916208402723631,Delta_hat,0.2654582785051879,0.2654582785051879,,0.00199829064345985,"[0.26269439, 0.26861736]",0.2626943875656458,0.268617364798064,"[3.8228554, 4.0057274]",3.822855432873384,4.005727394048885,298,89.25183959164374,0.9945894701040383,-172.5036791832875,-164.810634608884,-0.7911630018993071,0.0954984563388082,0.09549845510007911,True,True
Langevin,well_TV,uncensored_only,polynomial,96,16,0,0.4446983413672728,alpha_hat,2.2346423182645854,,2.2346423182645854,0.05239553837794395,"[2.2099389, 2.2554498]",2.209938933149182,2.2554498043361013,"[0.42653625, 0.46505405]",0.42653625173983006,0.46505405087487844,300,-17.61032362501841,0.9498688735011854,41.22064725003682,48.91369182444033,0.7085361916750506,0.29069006093533434,0.29069005973341516,True,False
Langevin,W1,all,arrhenius,96,16,1,4.21292039792084,Delta_hat,0.270785046236943,0.270785046236943,,0.002728884588169057,"[0.26819644, 0.27373196]",0.2681964423764212,0.2737319638119817,"[4.1055251, 4.3020555]",4.105525060025926,4.302055484322578,296,59.42220578605571,0.9900909196048465,-112.84441157211143,-105.15136699770792,-0.46164598714702726,0.12887849055545744,0.12872635892808332,True,True
Langevin,W1,all,polynomial,96,16,1,0.46166896390985906,alpha_hat,2.2753767365266317,,2.2753767365266317,0.05702338419324371,"[2.2504141, 2.3021934]",2.250414054385791,2.3021934006394815,"[0.43744116, 0.48531992]",0.4374411603453744,0.4853199165857261,300,-26.852568642725906,0.9445829655562683,59.70513728545181,67.39818185985533,0.690865511544129,0.30477925677656975,0.315894620328437,True,False
Langevin,W1,exclude_largest_2,arrhenius,84,14,1,4.606231098059461,Delta_hat,0.26380598313475634,0.26380598313475634,,0.0026644477561871796,"[0.26061425, 0.26672316]",0.2606142487550374,0.266723160417333,"[4.4993595, 4.7313133]",4.499359486692903,4.731313340834675,298,62.41949006016622,0.991232556936407,-118.83898012033244,-111.5465297238025,-0.6125644560462828,0.11312796128629392,0.11312254962938237,True,True
Langevin,W1,exclude_largest_2,polynomial,84,14,1,0.285674984469105,alpha_hat,2.4778583626952613,,2.4778583626952613,0.06562586082566084,"[2.4502476, 2.5067304]",2.4502475775063917,2.5067303636433573,"[0.27033405, 0.30212207]",0.2703340548489445,0.30212206606336967,300,-17.12487505205175,0.9453348165561221,40.2497501041035,47.54220050063344,0.6354985799977214,0.28248077004578104,0.292238143307194,True,False
Langevin,W1,lowest_10,arrhenius,60,10,1,4.50977407231214,Delta_hat,0.26509021280228906,0.26509021280228906,,0.0035522639362709214,"[0.26120708, 0.26923939]",0.2612070820650184,0.2692393909071728,"[4.2947669, 4.6992699]",4.294766931335823,4.699269853037713,295,43.99716137692904,0.9889588098752099,-81.99432275385809,-75.71128906719179,-0.5384742253273522,0.11352402723840632,0.11348729207959403,True,True
Langevin,W1,lowest_10,polynomial,60,10,1,0.06284759186582074,alpha_hat,3.0781513010075616,,3.0781513010075616,0.0748866631406014,"[3.0314941, 3.1218832]",3.031494107723741,3.1218832176785685,"[0.05668736, 0.069864931]",0.05668735997741092,0.06986493123772029,300,8.317314788894777,0.9659992849268314,-10.634629577789553,-4.351595891123253,0.4416273466251752,0.19921584160713046,0.20552276485081067,True,False
Langevin,W1,lowest_8,arrhenius,48,8,1,4.940230612665342,Delta_hat,0.25910826627554207,0.25910826627554207,,0.004337849196441185,"[0.25526029, 0.26496158]",0.25526029498237834,0.26496157631318845,"[4.5916838, 5.2461814]",4.591683829178522,5.246181353324601,298,34.914232413095704,0.9861935403613248,-63.82846482619141,-58.21486179346773,-0.49464745780612357,0.11301348420432397,0.11323955006886342,True,True
Langevin,W1,lowest_8,polynomial,48,8,1,0.03037147819974711,alpha_hat,3.3551139996328985,,3.3551139996328985,0.09184600105181744,"[3.2994112, 3.4216345]",3.2994111907434593,3.4216345207098176,"[0.025868729, 0.034859144]",0.025868729404126507,0.03485914405628508,294,11.53381589176849,0.9650502748473374,-17.06763178353698,-11.454028750813308,0.7535178745311303,0.17980881669352228,0.18456312885677748,True,False
Langevin,W1,uncensored_only,arrhenius,95,16,0,4.223600193235611,Delta_hat,0.2704040156152312,0.2704040156152312,,0.002775104359023671,"[0.26784219, 0.27285904]",0.26784218967208884,0.2728590392251705,"[4.1277528, 4.32658]",4.127752765953294,4.326580039488703,292,59.85602124990123,0.9900932313730108,-113.71204249980246,-106.05041182500085,-0.4652285921010305,0.12886345613456773,0.12886345606054803,True,True
Langevin,W1,uncensored_only,polynomial,95,16,0,0.484608908002604,alpha_hat,2.246641666332692,,2.246641666332692,0.055721966548629175,"[2.2211644, 2.2693292]",2.2211643777384955,2.2693292239063316,"[0.46337598, 0.50640454]",0.46337597805528047,0.5064045393224341,300,-21.74818594575321,0.944786828850449,49.49637189150642,57.15800256630804,0.5694424695930413,0.3042181427447168,0.30421813933553216,True,False
Langevin,CDF_sup,all,arrhenius,96,16,0,4.155705223080549,Delta_hat,0.26207545148414085,0.26207545148414085,,0.0027512324607347613,"[0.25917156, 0.26458539]",0.2591715573559397,0.26458539218102606,"[4.0610473, 4.2708755]",4.061047320938599,4.27087551949008,292,58.5551836075857,0.9895310641368366,-111.1103672151714,-103.41732264076788,-0.43291373868734856,0.131481599823631,0.1314815992604722,True,True
Langevin,CDF_sup,all,polynomial,96,16,0,0.47971974233669273,alpha_hat,2.211763024620683,,2.211763024620683,0.05187500440391187,"[2.1881011, 2.2367009]",2.1881011249290943,2.2367009294667075,"[0.45718268, 0.50292758]",0.4571826803808564,0.5029275759265328,300,-16.651827974497017,0.9498396374457367,39.303655948994034,46.99670052339754,0.5645121391677608,0.28780215641439266,0.28780214114026786,True,False
Langevin,CDF_sup,exclude_largest_2,arrhenius,84,14,0,4.547455339428732,Delta_hat,0.25510661828298903,0.25510661828298903,,0.002708136843389779,"[0.25184872, 0.25810098]",0.25184872063075603,0.2581009804022144,"[4.4087077, 4.706721]",4.40870769285034,4.706721047116643,297,61.57303486757124,0.9906225403473485,-117.14606973514248,-109.85361933861253,-0.579678162769911,0.11625713581348883,0.11625713227916733,True,True
Langevin,CDF_sup,exclude_largest_2,polynomial,84,14,0,0.3020794895110033,alpha_hat,2.4068221819128715,,2.4068221819128715,0.05860642686156547,"[2.3769057, 2.4393106]",2.3769057465486703,2.4393106105435205,"[0.28251337, 0.32090991]",0.2825133653055326,0.3209099113769212,300,-6.51826353112574,0.9525569383062253,19.03652706225148,26.32897745878142,0.4801733177393232,0.2614949890916632,0.2614949859884244,True,False
Langevin,CDF_sup,lowest_10,arrhenius,60,10,0,4.780723288554304,Delta_hat,0.2513466975095864,0.2513466975095864,,0.003630892637129955,"[0.24730838, 0.25548004]",0.24730838275967018,0.2554800422078974,"[4.5608945, 4.9984799]",4.56089453702541,4.998479886941499,296,43.31424695943397,0.9876340332877623,-80.62849391886795,-74.34546023220165,-0.43992316006248006,0.11755574302209829,0.11755568987943159,True,True
Langevin,CDF_sup,lowest_10,polynomial,60,10,0,0.08256411251380033,alpha_hat,2.9215744083500548,,2.9215744083500548,0.07129166194082252,"[2.8698812, 2.9662298]",2.8698811904882,2.9662297759482636,"[0.074083656, 0.092643651]",0.07408365645192373,0.09264365069987598,300,12.53871207062307,0.9655055223808208,-19.07742414124614,-12.79439045457984,0.3895047811476199,0.19633810748839198,0.1963381076949927,True,False
Langevin,CDF_sup,lowest_8,arrhenius,48,8,0,5.339626518692376,Delta_hat,0.2441772154196233,0.2441772154196233,,0.003913249842188812,"[0.23904909, 0.24953114]",0.23904908942663913,0.249531137503932,"[4.9656248, 5.7323043]",4.965624771531093,5.732304256420954,297,40.780126752652045,0.9878217598848645,-75.56025350530409,-69.94665047258042,-0.6551726420196545,0.10346472897379658,0.10346472859469072,True,True
Langevin,CDF_sup,lowest_8,polynomial,48,8,0,0.04391783252843697,alpha_hat,3.162683951579047,,3.162683951579047,0.08402824305799364,"[3.0906158, 3.2269533]",3.0906158148629364,3.2269533052554724,"[0.037452259, 0.052951301]",0.03745225876859871,0.052951300952884785,289,17.021630814555955,0.9672275542784209,-28.04326162911191,-22.429658596388236,0.3979181575329869,0.16972838722767625,0.1697283875660383,True,False
Langevin,CDF_sup,uncensored_only,arrhenius,96,16,0,4.155705223080549,Delta_hat,0.26207545148414085,0.26207545148414085,,0.0027512324607347613,"[0.25920291, 0.26506404]",0.2592029055040706,0.2650640436696987,"[4.0568207, 4.2685319]",4.056820676473834,4.268531927461725,297,58.5551836075857,0.9895310641368366,-111.1103672151714,-103.41732264076788,-0.43291373868734856,0.131481599823631,0.1314815992604722,True,True
Langevin,CDF_sup,uncensored_only,polynomial,96,16,0,0.47971974233669273,alpha_hat,2.211763024620683,,2.211763024620683,0.05187500440391187,"[2.1873969, 2.2354042]",2.1873969331160996,2.235404209710208,"[0.45613448, 0.50395654]",0.45613447700601933,0.5039565392031583,300,-16.651827974497017,0.9498396374457367,39.303655948994034,46.99670052339754,0.5645121391677608,0.28780215641439266,0.28780214114026786,True,False
LSC-CP,truncated_KDE_chi2,all,arrhenius,96,16,11,0.407991127075509,Delta_hat,0.23057341258851755,0.23057341258851755,,0.011635500212770804,"[0.21796787, 0.24343969]",0.21796786575677482,0.2434396938999589,"[0.37955763, 0.4404666]",0.3795576285108508,0.4404665959771081,300,-77.20854587984107,0.4050511463191544,160.41709175968214,168.11013633408564,1.1678985765484435,0.4419308929212703,0.5202114553451769,True,True
LSC-CP,truncated_KDE_chi2,all,polynomial,96,16,11,0.090946268647402,alpha_hat,1.7509842647845129,,1.7509842647845129,0.14233386093171096,"[1.6626197, 1.8457536]",1.66261973645907,1.8457536041886033,"[0.077523067, 0.10605419]",0.0775230668350655,0.106054186495342,300,-112.46012570234704,-0.03402296007964045,230.92025140469408,238.6132959790976,1.5716208226799742,0.5826122834407274,0.769138062535347,True,False
LSC-CP,truncated_KDE_chi2,exclude_largest_2,arrhenius,84,14,11,0.31570066437702504,Delta_hat,0.2512278980267411,0.2512278980267411,,0.013287035698991643,"[0.23873858, 0.26414696]",0.23873858298731432,0.2641469559480865,"[0.29035818, 0.34494689]",0.29035817551925075,0.34494689370820136,299,-67.46452050341988,0.3926980013723198,140.92904100683975,148.2214914033697,1.177857935211691,0.45404944206225534,0.5233297538940384,True,True
LSC-CP,truncated_KDE_chi2,exclude_largest_2,polynomial,84,14,11,0.03250397522566366,alpha_hat,2.1874748211337156,,2.1874748211337156,0.17418504146837333,"[2.062886, 2.3020746]",2.062886016844298,2.3020746499942204,"[0.026563023, 0.040934696]",0.02656302282322826,0.040934695803880206,300,-95.61035845451624,-0.04883196723283967,197.2207169090325,204.51316730556243,1.5454053077698184,0.5966968552525793,0.7489997186870508,True,False
LSC-CP,truncated_KDE_chi2,lowest_10,arrhenius,60,10,11,0.12841336860289354,Delta_hat,0.3183907026287798,0.3183907026287798,,0.018630608443365212,"[0.29692466, 0.33722694]",0.29692466429238284,0.33722693651072083,"[0.10988972, 0.15489184]",0.10988972387644932,0.15489183673795787,300,-44.722571998709334,0.46016867686179885,95.44514399741867,101.72817768408497,1.1961248551538541,0.4569273409480362,0.5070420539297417,True,True
LSC-CP,truncated_KDE_chi2,lowest_10,polynomial,60,10,11,0.0011383661054706633,alpha_hat,3.5263358999331897,,3.5263358999331897,0.2668258221774394,"[3.3320463, 3.7003104]",3.332046318017098,3.7003104297390133,"[0.0007859605, 0.0017283378]",0.0007859604984398197,0.0017283378419218284,300,-60.8260761210791,0.07335266588131073,127.6521522421582,133.9351859288245,1.4653738216493435,0.59865325145462,0.6766608383438025,True,False
LSC-CP,truncated_KDE_chi2,lowest_8,arrhenius,48,8,11,0.05680379891726166,Delta_hat,0.3765159812134767,0.3765159812134767,,0.025061122228012475,"[0.3486748, 0.40872482]",0.34867480192565714,0.40872482493862705,"[0.042212562, 0.074371066]",0.042212561961582115,0.07437106610859474,298,-33.13619830764715,0.49087149443153477,72.2723966152943,77.88599964801797,1.2411772638296898,0.4542132842848069,0.49589157836247644,True,True
LSC-CP,truncated_KDE_chi2,lowest_8,polynomial,48,8,11,5.7440217847039086e-05,alpha_hat,4.668619605341428,,4.668619605341428,0.3511656926627251,"[4.303101, 4.9423666]",4.303101041963204,4.94236659399086,"[3.1364821e-05, 0.00013334628]",3.136482097971411e-05,0.00013334627503391912,300,-42.621008643903096,0.19584822712081262,91.24201728780619,96.85562032052987,1.3968470126385462,0.5708409720021738,0.6108668388947568,True,False
LSC-CP,truncated_KDE_chi2,uncensored_only,arrhenius,85,15,0,0.7207864195497197,Delta_hat,0.14006685715136333,0.14006685715136333,,0.008568239036385799,"[0.12429189, 0.16190785]",0.12429189211342559,0.1619078505492518,"[0.63446545, 0.78502427]",0.634465448471955,0.7850242735043681,290,-12.848423982695603,0.7586814720340541,31.696847965391207,39.02480173486216,0.44258935564979185,0.28145559051815244,0.2814555743827707,True,True
LSC-CP,truncated_KDE_chi2,uncensored_only,polynomial,85,15,0,0.3661701873194651,alpha_hat,0.9105131545746524,,0.9105131545746524,0.0783338259354936,"[0.80814491, 1.0385179]",0.8081449058504071,1.0385178728586233,"[0.29882443, 0.43174707]",0.2988244267741762,0.43174706945069863,300,-32.831104564834504,0.6138219729137873,71.66220912966901,78.99016289913996,0.7265547505752756,0.35604781540758784,0.35604781938661106,True,False
LSC-CP,well_TV,all,arrhenius,96,16,0,1.5296487511243133,Delta_hat,0.017692520399164954,0.017692520399164954,,0.001523317509702788,"[0.015023667, 0.020115093]",0.015023667003075065,0.020115092934789254,"[1.4918939, 1.5706885]",1.4918938599891352,1.5706885479993853,291,115.30639250361236,0.5842286114091819,-224.61278500722472,-216.91974043282121,-1.0678517305373427,0.07279945657396936,0.07279945451285018,True,False
LSC-CP,well_TV,all,polynomial,96,16,0,1.2884625820612268,alpha_hat,0.16213935821026831,,0.16213935821026831,0.011843896615343323,"[0.1423888, 0.18356709]",0.14238880078314564,0.18356708738246522,"[1.2316334, 1.3439274]",1.2316333788573814,1.3439273803741465,300,125.14251697319689,0.6612656056594136,-244.28503394639378,-236.59198937199028,-1.2647432228045186,0.06570985147784063,0.06570985090736362,True,True
LSC-CP,well_TV,exclude_largest_2,arrhenius,84,14,0,1.5724175648421652,Delta_hat,0.015571463258230422,0.015571463258230422,,0.0015955595123761071,"[0.01310712, 0.017954064]",0.013107120220180768,0.01795406407989136,"[1.5349043, 1.6132182]",1.5349043044438067,1.6132182366413925,296,106.01209777529408,0.5313630840199606,-206.02419555058816,-198.73174515405822,-1.1256635804049264,0.06849549404490793,0.06849549487758363,True,False
LSC-CP,well_TV,exclude_largest_2,polynomial,84,14,0,1.2988958309266523,alpha_hat,0.1588591982412156,,0.1588591982412156,0.014227899669001707,"[0.13675709, 0.18178238]",0.13675708654922486,0.18178238268223268,"[1.2298506, 1.3619916]",1.2298505673297009,1.3619915521718935,300,112.3954601033025,0.5974402693667578,-218.790920206605,-211.49846981007505,-1.2923531078133816,0.06348321587752957,0.0634832155761765,True,True
LSC-CP,well_TV,lowest_10,arrhenius,60,10,0,1.6520217301902007,Delta_hat,0.012018851123616857,0.012018851123616857,,0.0021533187222780594,"[0.0085083206, 0.015231204]",0.008508320613930965,0.015231204066139268,"[1.5875683, 1.7215639]",1.587568348759039,1.7215638826831001,294,74.66236986643946,0.34177238788805253,-143.32473973287892,-137.04170604621262,-1.1035776129294779,0.06971698077233301,0.06971697960718501,True,False
LSC-CP,well_TV,lowest_10,polynomial,60,10,0,1.324993691255347,alpha_hat,0.15084683282271713,,0.15084683282271713,0.024378843320173652,"[0.11195789, 0.19175851]",0.1119578876589603,0.19175851005931102,"[1.2038078, 1.4553577]",1.20380779514317,1.4553577272101428,300,76.92253383599405,0.3895404784476014,-147.8450676719881,-141.5620339853218,-1.208664821239424,0.06713963231723458,0.06713963250858086,True,True
LSC-CP,well_TV,lowest_8,arrhenius,48,8,0,1.7050306489829676,Delta_hat,0.009910647122358155,0.009910647122358155,,0.0026631182381405163,"[0.0054482611, 0.01426828]",0.005448261088590437,0.014268279915922145,"[1.6055729, 1.817114]",1.6055729419780547,1.8171139935894811,298,59.253905660708504,0.22391985178869922,-112.50781132141701,-106.89420828869333,-1.0541855789444896,0.07041176585671134,0.07041175922870367,True,False
LSC-CP,well_TV,lowest_8,polynomial,48,8,0,1.3618887247617777,alpha_hat,0.14031776661345055,,0.14031776661345055,0.03399368496486662,"[0.082026452, 0.20303045]",0.08202645185479991,0.2030304510741801,"[1.1529666, 1.5726599]",1.1529666300388401,1.5726599345736096,300,60.46058425827054,0.26197512962419356,-114.92116851654109,-109.30756548381741,-1.1355732692251288,0.06866373880132995,0.06866373878277006,True,True
LSC-CP,well_TV,uncensored_only,arrhenius,96,16,0,1.5296487511243133,Delta_hat,0.017692520399164954,0.017692520399164954,,0.001523317509702788,"[0.015184253, 0.020453817]",0.01518425348091817,0.02045381730388993,"[1.4943933, 1.5717977]",1.494393282212319,1.5717976532210465,293,115.30639250361236,0.5842286114091819,-224.61278500722472,-216.91974043282121,-1.0678517305373427,0.07279945657396936,0.07279945451285018,True,False
LSC-CP,well_TV,uncensored_only,polynomial,96,16,0,1.2884625820612268,alpha_hat,0.16213935821026831,,0.16213935821026831,0.011843896615343323,"[0.13940695, 0.1846568]",0.13940694561688263,0.18465680378372196,"[1.2224173, 1.3487917]",1.2224172795670747,1.348791742431214,300,125.14251697319689,0.6612656056594136,-244.28503394639378,-236.59198937199028,-1.2647432228045186,0.06570985147784063,0.06570985090736362,True,True
LSC-CP,W1,all,arrhenius,96,16,0,1.5790051974117818,Delta_hat,0.03313245993769343,0.03313245993769343,,0.0029539211053126904,"[0.028922741, 0.037447748]",0.028922741178943515,0.03744774786269811,"[1.5250416, 1.6351826]",1.525041578477946,1.6351826102496896,298,51.7310746219229,0.5671942881972618,-97.4621492438458,-89.7691046694423,-0.3643238901940458,0.14116810088612627,0.14116810432139895,True,False
LSC-CP,W1,all,polynomial,96,16,0,1.177900093227024,alpha_hat,0.2896016025456326,,0.2896016025456326,0.02494561412037924,"[0.25272837, 0.32478339]",0.252728365941426,0.32478338845936117,"[1.1004818, 1.2641703]",1.1004817587683533,1.2641702579658987,300,53.633524236253564,0.5840127720252926,-101.26704847250713,-93.57400389810363,-0.455505197295148,0.1383980843449874,0.13839808280008792,True,True
LSC-CP,W1,exclude_largest_2,arrhenius,84,14,0,1.672515329936624,Delta_hat,0.02871087662302882,0.02871087662302882,,0.003220560700373418,"[0.023749624, 0.033548767]",0.023749623939613402,0.0335487673449926,"[1.6154922, 1.7443977]",1.6154921555007717,1.7443977258150603,296,47.0162876065786,0.4861599886045137,-88.0325752131572,-80.74012481662726,-0.37711656973826363,0.13825489355220721,0.13825488629527802,True,True
LSC-CP,W1,exclude_largest_2,polynomial,84,14,0,1.2360395930666683,alpha_hat,0.2695842417721132,,0.2695842417721132,0.03167537398979652,"[0.22583707, 0.31797719]",0.22583706602949102,0.317977192895814,"[1.1327638, 1.3464221]",1.1327638233121908,1.3464221131312049,298,45.167343323112036,0.4630341824216624,-84.33468664622407,-77.04223624969413,-0.41210373998469296,0.14133179437454013,0.14133179489606196,True,False
LSC-CP,W1,lowest_10,arrhenius,60,10,0,1.5695942508379765,Delta_hat,0.03308987434646584,0.03308987434646584,,0.0046571894948464285,"[0.027085731, 0.03947048]",0.027085731180823032,0.039470480072872925,"[1.4563334, 1.674399]",1.4563334055724608,1.674398968744313,300,28.378254911516102,0.4569298113487721,-50.756509823032204,-44.4734761363659,-0.11636986722479324,0.15078362024140196,0.15078361679848618,True,False
